param	ns	:=	100	;																																																																																																		
827	7																																																																																																					
828	7																																																																																																					
829	7																																																																																																					
830	6																																																																																																					
831	6																																																																																																					
832	6																																																																																																					
833	6																																																																																																					
834	6																																																																																																					
835	6																																																																																																					
836	8																																																																																																					
837	8																																																																																																					
838	7																																																																																																					
839	6																																																																																																					
840	6																																																																																																					
841	6																																																																																																					
842	6																																																																																																					
843	6																																																																																																					
844	6																																																																																																					
845	7																																																																																																					
846	7																																																																																																					
847	6																																																																																																					
848	5																																																																																																					
849	6																																																																																																					
850	6																																																																																																					
851	6																																																																																																					
852	6																																																																																																					
853	6																																																																																																					
854	5																																																																																																					
855	5																																																																																																					
856	5																																																																																																					
857	6																																																																																																					
858	6																																																																																																					
859	6																																																																																																					
860	3																																																																																																					
861	4																																																																																																					
862	5																																																																																																					
863	5																																																																																																					
864	6																																																																																																					
865	6																																																																																																					
866	5																																																																																																					
867	5																																																																																																					
868	6																																																																																																					
869	6																																																																																																					
870	6																																																																																																					
871	6																																																																																																					
872	7																																																																																																					
873	7																																																																																																					
874	7																																																																																																					
875	7																																																																																																					
876	7																																																																																																					
877	7																																																																																																					
878	7																																																																																																					
879	7																																																																																																					
880	6																																																																																																					
881	7																																																																																																					
882	8																																																																																																					
883	8																																																																																																					
884	7																																																																																																					
885	7																																																																																																					
886	6																																																																																																					
887	6																																																																																																					
888	6																																																																																																					
889	6																																																																																																					
890	6																																																																																																					
891	8																																																																																																					
892	8																																																																																																					
893	8																																																																																																					
894	7																																																																																																					
895	6																																																																																																					
896	6																																																																																																					
897	6																																																																																																					
898	6																																																																																																					
899	6																																																																																																					
900	8																																																																																																					
901	7																																																																																																					
902	6																																																																																																					
903	6																																																																																																					
904	6																																																																																																					
905	6																																																																																																					
906	6																																																																																																					
907	6																																																																																																					
908	6																																																																																																					
909	5																																																																																																					
910	5																																																																																																					
911	5																																																																																																					
912	6																																																																																																					
913	6																																																																																																					
914	6																																																																																																					
915	4																																																																																																					
916	5																																																																																																					
917	5																																																																																																					
918	5																																																																																																					
919	6																																																																																																					
920	6																																																																																																					
921	5																																																																																																					
922	5																																																																																																					
923	6																																																																																																					
924	6																																																																																																					
925	6																																																																																																					
926	6																																																																																																					
927	6																																																																																																					
928	7																																																																																																					
929	6																																																																																																					
930	7																																																																																																					
931	7																																																																																																					
932	7																																																																																																					
933	7																																																																																																					
934	6																																																																																																					
935	6																																																																																																					
936	7																																																																																																					
937	7																																																																																																					
938	8																																																																																																					
939	7																																																																																																					
940	7																																																																																																					
941	7																																																																																																					
942	6																																																																																																					
943	6																																																																																																					
944	6																																																																																																					
945	6																																																																																																					
946	8																																																																																																					
947	8																																																																																																					
948	8																																																																																																					
949	7																																																																																																					
950	6																																																																																																					
951	6																																																																																																					
952	6																																																																																																					
953	6																																																																																																					
954	6																																																																																																					
955	8																																																																																																					
956	7																																																																																																					
957	6																																																																																																					
958	6																																																																																																					
959	6																																																																																																					
960	6																																																																																																					
961	6																																																																																																					
962	6																																																																																																					
963	7																																																																																																					
964	6																																																																																																					
965	5																																																																																																					
966	6																																																																																																					
967	6																																																																																																					
968	6																																																																																																					
969	6																																																																																																					
970	4																																																																																																					
971	5																																																																																																					
972	5																																																																																																					
973	6																																																																																																					
974	6																																																																																																					
975	6																																																																																																					
976	5																																																																																																					
977	5																																																																																																					
978	6																																																																																																					
979	6																																																																																																					
980	6																																																																																																					
981	6																																																																																																					
982	6																																																																																																					
983	6																																																																																																					
984	6																																																																																																					
985	7																																																																																																					
986	7																																																																																																					
987	6																																																																																																					
988	6																																																																																																					
989	6																																																																																																					
990	5																																																																																																					
991	7																																																																																																					
992	8																																																																																																					
993	8																																																																																																					
994	7																																																																																																					
995	7																																																																																																					
996	7																																																																																																					
997	6																																																																																																					
998	6																																																																																																					
999	6																																																																																																					
1000	6																																																																																																					
1001	9																																																																																																					
1002	8																																																																																																					
1003	8																																																																																																					
1004	7																																																																																																					
1005	7																																																																																																					
1006	6																																																																																																					
1007	6																																																																																																					
1008	6																																																																																																					
1009	6																																																																																																					
1010	8																																																																																																					
1011	7																																																																																																					
1012	6																																																																																																					
1013	6																																																																																																					
1014	6																																																																																																					
1015	6																																																																																																					
1016	6																																																																																																					
1017	6																																																																																																					
1018	7																																																																																																					
1019	6																																																																																																					
1020	6																																																																																																					
1021	6																																																																																																					
1022	6																																																																																																					
1023	6																																																																																																					
1024	6																																																																																																					
1025	5																																																																																																					
1026	5																																																																																																					
1027	5																																																																																																					
1028	6																																																																																																					
1029	6																																																																																																					
1030	6																																																																																																					
1031	5																																																																																																					
1032	6																																																																																																					
1033	6																																																																																																					
1034	6																																																																																																					
1035	6																																																																																																					
1036	6																																																																																																					
1037	6																																																																																																					
1038	6																																																																																																					
1039	6																																																																																																					
1040	6																																																																																																					
1041	6																																																																																																					
1042	6																																																																																																					
1043	6																																																																																																					
1044	6																																																																																																					
1045	5																																																																																																					
1046	3																																																																																																					
1047	4																																																																																																					
1048	4																																																																																																					
1049	3																																																																																																					
1050	3																																																																																																					
1051	3																																																																																																					
1052	4																																																																																																					
1053	5																																																																																																					
1054	5																																																																																																					
1055	5																																																																																																					
1056	6																																																																																																					
1057	5																																																																																																					
1058	3																																																																																																					
1059	3																																																																																																					
1060	3																																																																																																					
1061	4																																																																																																					
1062	5																																																																																																					
1063	5																																																																																																					
1064	5																																																																																																					
1065	3																																																																																																					
1066	2																																																																																																					
1067	2																																																																																																					
1068	3																																																																																																					
1069	4																																																																																																					
1070	5																																																																																																					
1071	5																																																																																																					
1072	5																																																																																																					
1073	1																																																																																																					
1074	1																																																																																																					
1075	3																																																																																																					
1076	4																																																																																																					
1077	5																																																																																																					
1078	5																																																																																																					
1079	6																																																																																																					
1080	2																																																																																																					
1081	4																																																																																																					
1082	5																																																																																																					
1083	6																																																																																																					
1084	6																																																																																																					
1085	6																																																																																																					
1086	5																																																																																																					
1087	6																																																																																																					
1088	7																																																																																																					
1089	8																																																																																																					
1090	7																																																																																																					
1091	7																																																																																																					
1092	8																																																																																																					
1093	8																																																																																																					
1094	8																																																																																																					
1095	9																																																																																																					
1096	9																																																																																																					
1097	8																																																																																																					
1098	8																																																																																																					
1099	7																																																																																																					
1100	7																																																																																																					
1101	5																																																																																																					
1102	6																																																																																																					
1103	6																																																																																																					
1104	6																																																																																																					
1105	5																																																																																																					
1106	5																																																																																																					
1107	5																																																																																																					
1108	5																																																																																																					
1109	6																																																																																																					
1110	6																																																																																																					
1111	7																																																																																																					
1112	7																																																																																																					
1113	6																																																																																																					
1114	5																																																																																																					
1115	5																																																																																																					
1116	5																																																																																																					
1117	6																																																																																																					
1118	6																																																																																																					
1119	6																																																																																																					
1120	6																																																																																																					
1121	5																																																																																																					
1122	4																																																																																																					
1123	4																																																																																																					
1124	5																																																																																																					
1125	5																																																																																																					
1126	6																																																																																																					
1127	6																																																																																																					
1128	4																																																																																																					
1129	3																																																																																																					
1130	3																																																																																																					
1131	4																																																																																																					
1132	5																																																																																																					
1133	5																																																																																																					
1134	6																																																																																																					
1135	1																																																																																																					
1136	3																																																																																																					
1137	4																																																																																																					
1138	5																																																																																																					
1139	6																																																																																																					
1140	6																																																																																																					
1141	5																																																																																																					
1142	6																																																																																																					
1143	7																																																																																																					
1144	7																																																																																																					
1145	7																																																																																																					
1146	7																																																																																																					
1147	7																																																																																																					
1148	7																																																																																																					
1149	7																																																																																																					
1150	8																																																																																																					
1151	8																																																																																																					
1152	7																																																																																																					
1153	7																																																																																																					
1154	7																																																																																																					
1155	6																																																																																																					
1156	6																																																																																																					
1157	7																																																																																																					
1158	7																																																																																																					
1159	7																																																																																																					
1160	6																																																																																																					
1161	6																																																																																																					
1162	6																																																																																																					
1163	6																																																																																																					
1164	6																																																																																																					
1165	6																																																																																																					
1166	8																																																																																																					
1167	8																																																																																																					
1168	7																																																																																																					
1169	6																																																																																																					
1170	5																																																																																																					
1171	6																																																																																																					
1172	6																																																																																																					
1173	6																																																																																																					
1174	6																																																																																																					
1175	7																																																																																																					
1176	6																																																																																																					
1177	5																																																																																																					
1178	5																																																																																																					
1179	5																																																																																																					
1180	6																																																																																																					
1181	6																																																																																																					
1182	6																																																																																																					
1183	5																																																																																																					
1184	4																																																																																																					
1185	4																																																																																																					
1186	5																																																																																																					
1187	5																																																																																																					
1188	6																																																																																																					
1189	6																																																																																																					
1190	2																																																																																																					
1191	3																																																																																																					
1192	4																																																																																																					
1193	5																																																																																																					
1194	6																																																																																																					
1195	6																																																																																																					
1196	4																																																																																																					
1197	6																																																																																																					
1198	7																																																																																																					
1199	7																																																																																																					
1200	7																																																																																																					
1201	7																																																																																																					
1202	8																																																																																																					
1203	8																																																																																																					
1204	7																																																																																																					
1205	8																																																																																																					
1206	8																																																																																																					
1207	7																																																																																																					
1208	8																																																																																																					
1209	7																																																																																																					
1210	6																																																																																																					
1211	7																																																																																																					
1212	8																																																																																																					
1213	8																																																																																																					
1214	7																																																																																																					
1215	6																																																																																																					
1216	6																																																																																																					
1217	6																																																																																																					
1218	6																																																																																																					
1219	6																																																																																																					
1220	6																																																																																																					
1221	9																																																																																																					
1222	8																																																																																																					
1223	7																																																																																																					
1224	6																																																																																																					
1225	6																																																																																																					
1226	6																																																																																																					
1227	6																																																																																																					
1228	6																																																																																																					
1229	6																																																																																																					
1230	8																																																																																																					
1231	7																																																																																																					
1232	5																																																																																																					
1233	5																																																																																																					
1234	5																																																																																																					
1235	6																																																																																																					
1236	6																																																																																																					
1237	6																																																																																																					
1238	6																																																																																																					
1239	4																																																																																																					
1240	4																																																																																																					
1241	5																																																																																																					
